anime_id,genre_id
18195,3
9890,10
9890,0
9890,16
9130,4
9130,5
9130,27
9130,28
9130,9
9130,17
9130,18
9130,3
9863,10
9863,2
9863,9
7674,10
7674,1
7674,9
11843,10
11843,2
11843,9
11843,20
11843,21
11843,22
16782,0
16782,33
16782,1
16782,20
16782,21
16782,22
28675,6
28675,20
28675,21
28675,22
28675,3
3226,10
3226,0
3226,9
3226,16
21557,0
21557,25
21557,33
31715,10
31715,1
31715,20
31715,21
31715,22
43,4
43,23
43,32
43,33
43,14
43,26
9617,10
9617,24
9617,20
9617,21
9617,22
31051,4
31051,2
31051,9
31051,16
10153,4
10153,10
10153,0
10153,7
10153,17
10153,18
1033,4
1033,5
1033,0
1033,6
1033,11
1033,1
32188,14
32188,15
3091,10
3091,0
3091,25
3091,33
3091,3
12115,4
12115,5
12115,34
12115,0
12115,6
12115,31
12115,8
12115,26
12115,3
28223,0
28223,38
28223,25
28223,33
28223,15
121,4
121,5
121,10
121,0
121,6
121,7
121,8
121,9
3002,38
3002,33
3002,26
3002,15
138,4
138,5
138,9
138,17
138,18
6675,4
6675,41
6675,14
6675,16
10800,0
10800,38
10800,36
10800,20
10800,21
10800,22
10800,16
32005,4
32005,25
32005,32
32005,9
813,4
813,5
813,10
813,6
813,27
813,28
813,9
813,17
813,18
27821,4
27821,6
27821,7
27821,9
27821,3
28725,0
28725,1
28725,2
585,5
585,0
585,6
585,1
585,20
585,21
585,22
16067,0
16067,6
16067,1
30,4
30,39
30,0
30,23
30,33
30,14
31490,4
31490,5
31490,10
31490,0
31490,6
31490,9
759,10
759,0
6,4
6,10
6,14
6864,25
6864,3
9735,4
9735,10
9735,11
9735,12
9735,13
9735,14
9735,9
11977,0
11977,7
11977,33
11977,15
11123,10
11123,0
11123,1
11123,9
11123,37
23847,10
23847,0
23847,1
23847,2
33161,10
33161,1
33161,2
962,6
962,14
962,9
962,20
962,21
962,22
1519,4
1519,26
2167,10
2167,0
2167,1
2167,2
2167,20
2167,21
2167,22
2167,3
16706,10
16706,40
16706,1
16706,9
16706,3
5681,10
5681,14
3901,4
3901,10
3901,11
3901,25
3901,26
3901,3
6467,4
6467,25
6467,32
6467,9
10271,38
10271,33
10271,26
10271,15
22507,41
22507,26
22507,16
3701,5
3701,25
3701,1
3701,14
19123,4
19123,5
19123,10
19123,0
19123,6
19123,9
19123,17
19123,18
33255,10
33255,2
33255,9
33255,3
372,10
372,0
372,6
372,7
372,1
372,30
265,10
265,9
265,16
25681,10
25681,34
25681,6
25681,1
25681,30
25681,3
4722,10
4722,0
4722,1
4722,30
24277,10
24277,0
24277,9
24277,16
239,0
239,25
239,14
239,3
239,15
512,5
512,10
512,0
512,6
512,7
512,1
4477,10
4477,36
4477,24
4477,1
4477,20
4477,21
4477,22
15323,4
15323,5
15323,10
15323,0
15323,6
15323,9
15323,17
15323,18
31174,10
31174,12
23327,10
23327,14
23327,19
5365,0
3702,10
3702,24
3167,14
3167,20
3167,21
3167,22
7465,14
7465,20
7465,21
7465,22
7054,10
7054,1
7054,2
7054,30
1257,5
1257,14
1257,9
23283,33
23283,15
2025,4
2025,25
2025,14
2025,17
2025,18
235,5
235,10
235,25
235,32
235,9
1364,5
1364,10
1364,25
1364,32
1364,9
18689,10
18689,2
18689,9
18689,16
22043,4
22043,5
22043,10
22043,6
22043,7
22043,9
31988,0
31988,24
31988,2
20899,4
20899,5
20899,0
20899,9
20899,3
1453,10
1453,0
1453,1
1453,20
1453,21
1453,22
23623,10
23623,2
23623,26
23623,20
23623,21
23623,22
1559,4
1559,10
1559,27
1559,28
1559,2
1559,9
1382,5
1382,0
1382,23
1382,14
1382,9
23289,10
23289,1
23289,2
18,4
18,41
18,0
18,26
18,16
4814,10
4814,0
4814,1
4814,9
4814,37
16662,0
16662,11
16662,1
12031,4
12031,11
12031,8
12031,26
8129,10
8129,36
8129,20
8129,21
8129,22
14513,4
14513,5
14513,6
14513,7
14513,9
2581,4
2581,0
2581,23
2581,8
2581,14
2581,19
30015,1
30015,2
30015,20
30015,21
30015,22
6171,4
6171,5
6171,27
6171,28
6171,9
6171,17
6171,18
6171,3
1827,4
1827,5
1827,6
1827,11
25013,4
25013,5
25013,10
25013,6
25013,1
25013,30
1367,5
1367,10
1367,25
1367,32
1367,9
27833,4
27833,25
27833,3
26213,10
26213,2
26213,20
26213,21
26213,22
1974,0
1974,30
8425,0
8425,11
8425,25
8425,1
12069,10
12069,0
12069,9
12069,16
185,4
185,41
185,0
185,26
185,16
18679,4
18679,10
18679,2
18679,17
18679,18
2034,10
2034,1
2034,30
437,39
437,0
437,31
437,33
721,10
721,6
721,7
721,1
12477,14
12477,26
4938,4
4938,5
4938,0
4938,6
4938,7
4938,25
4938,1
4938,9
4938,3
2402,0
2402,16
6702,4
6702,5
6702,10
6702,6
6702,7
6702,9
1566,23
1566,8
1566,25
1566,32
1566,14
1566,26
31741,4
31741,5
31741,6
31741,7
31741,9
440,0
440,6
440,33
440,30
4107,4
4107,10
4107,23
1506,5
1506,10
1506,25
1506,32
1506,9
2759,4
2759,23
2759,14
72,4
72,10
72,2
3016,4
3016,0
3016,8
3016,14
3016,19
3783,4
3783,0
3783,25
3783,3
3783,15
3927,4
3927,0
3927,23
3927,8
3927,14
3927,19
11597,10
11597,25
11597,3
28025,10
28025,25
28025,3
24833,4
24833,10
24833,2
24833,9
29893,6
29893,14
29893,9
29893,20
29893,21
29893,22
27663,1
27663,2
27663,9
27663,16
1482,4
1482,5
1482,10
1482,9
3371,4
3371,8
3371,14
3371,19
25313,4
25313,10
25313,11
25313,12
25313,13
25313,14
25313,9
1430,5
1430,10
1430,9
33051,4
33051,0
33051,23
33051,14
33051,19
7720,10
7720,16
1914,5
1914,10
1914,0
1914,6
1914,11
1914,1
20371,10
20371,0
20371,1
20371,9
20371,37
15039,0
15039,20
15039,21
15039,22
15039,3
2164,5
2164,10
2164,0
2164,25
2164,14
237,5
237,0
237,23
237,1
237,14
2449,4
2449,23
2449,25
2449,32
2449,33
2449,14
2449,26
10643,4
10643,10
10643,12
10643,13
17739,10
17739,2
17739,20
17739,21
17739,22
135,10
135,38
135,9
135,3
6045,1
6045,2
6045,30
6045,20
6045,21
6045,22
16001,10
16001,0
16001,1
16001,2
16001,20
16001,21
16001,22
16001,3
6211,0
232,5
232,10
232,0
232,6
232,7
232,1
232,2
232,30
4789,0
4789,25
4789,1
4789,3
16918,10
16918,2
16918,9
16918,20
16918,21
16918,22
16,10
16,0
16,36
16,1
1486,10
1486,0
1486,1
1486,30
24997,24
24997,2
24997,20
24997,21
24997,22
32902,6
32902,7
8063,10
8063,0
8063,1
8063,9
8063,37
25879,10
25879,1
25879,20
25879,21
25879,22
889,4
889,26
21419,4
21419,25
21419,32
21419,9
2952,4
2952,6
2952,17
2952,18
934,31
934,25
934,33
934,3
934,15
12189,25
12189,2
12189,20
12189,21
12189,22
731,5
731,0
731,24
731,14
1530,0
1530,1
1530,20
1530,21
1530,22
1530,3
9656,1
9656,2
9656,30
9656,20
9656,21
9656,22
20507,4
20507,5
20507,9
20507,3
31149,4
31149,6
31149,26
31149,3
4918,10
4918,0
4918,25
4918,33
4918,3
14075,4
14075,0
14075,6
14075,7
14075,25
14075,33
14075,9
4772,10
4772,9
4772,20
4772,21
4772,22
781,5
781,10
781,25
781,32
781,9
1363,5
1363,10
1363,25
1363,32
1363,9
223,5
223,10
223,6
223,27
223,28
223,9
223,17
223,18
2004,10
2004,0
2004,20
2004,21
2004,22
2004,3
25649,10
25649,0
25649,1
25649,9
25649,37
153,4
153,5
153,6
153,7
153,3
5029,4
5029,9
5029,16
302,5
302,0
302,14
8740,4
8740,5
8740,10
8740,6
8740,9
8740,17
8740,18
5682,4
5682,0
5682,26
5682,15
21647,10
21647,1
21647,20
21647,21
21647,22
16049,4
16049,14
16049,17
16049,18
1065,0
1065,1
1065,2
1065,9
1065,20
1065,21
1065,22
1065,16
18179,10
18179,0
18179,9
18179,16
47,4
47,5
47,31
47,8
47,14
47,3
4901,4
4901,26
23199,4
23199,25
23199,3
32122,4
32122,10
32122,11
32122,12
32122,13
32122,9
30415,2
30415,20
30415,21
30415,22
30415,16
851,10
851,9
10049,4
10049,34
10049,9
10049,3
1943,6
1943,31
1943,25
1943,33
1943,14
1943,15
4053,10
4053,2
4053,9
4053,16
846,10
846,1
846,2
846,9
9926,10
9926,0
9926,1
9926,9
9926,37
31173,0
31173,6
31173,1
31173,30
4059,0
4059,1
4059,2
4059,20
4059,21
4059,22
589,4
589,5
589,0
589,9
15059,4
15059,41
15059,0
15059,26
15059,16
7791,10
7791,24
7791,2
7791,20
7791,21
7791,22
17265,4
17265,5
17265,6
17265,38
17265,7
17265,9
20815,10
20815,1
20815,9
20815,37
535,5
535,10
535,34
535,6
535,7
2563,6
2563,14
2563,9
2563,20
2563,21
2563,22
9963,5
9963,10
9963,25
9963,32
9963,9
32551,4
32551,5
32551,10
32551,0
2951,4
2951,10
2951,11
2951,23
2951,12
2951,13
2951,14
2951,9
2762,5
2762,10
2762,1
2762,9
14713,10
14713,34
14713,6
14713,1
14713,30
14713,3
14807,0
14807,25
14807,26
14807,3
81,5
81,0
81,23
81,8
81,1
81,14
9204,4
9204,5
9204,6
9204,42
31098,10
31098,34
31098,9
31098,3
1023,5
1023,0
1023,33
1023,14
1023,3
33253,4
33253,31
33253,25
33253,26
33253,3
24921,4
24921,14
24921,26
1471,4
1471,10
1471,25
1471,9
27831,4
27831,25
27831,3
2924,0
2924,25
2924,1
4672,4
4672,23
4672,32
4672,33
4672,14
4672,26
2448,4
2448,23
2448,14
3907,5
3907,1
3907,14
3907,9
3907,19
186,4
186,41
186,0
186,26
186,16
10080,10
10080,40
10080,1
10080,9
10080,3
30885,4
30885,5
30885,9
21469,10
21469,42
21469,14
21469,9
9941,4
9941,10
9941,25
9941,17
9941,18
14813,10
14813,0
14813,1
14813,2
6421,5
6421,0
6421,6
6421,7
6421,8
6421,9
21855,10
21855,25
21855,3
11739,10
11739,0
11739,1
11739,2
11739,9
11739,20
11739,21
11739,22
2159,10
2159,16
28297,10
28297,1
28297,30
29831,10
29831,0
29831,20
29831,21
29831,22
2154,4
2154,5
2154,33
2154,3
6505,10
6505,1
861,10
861,0
861,25
861,33
861,3
1689,0
1689,1
1689,20
1689,21
1689,22
34103,4
34103,31
34103,25
34103,33
3665,0
3665,8
3665,14
3665,19
9996,11
9996,13
9996,26
7711,6
77,4
77,10
77,0
77,7
77,17
77,18
401,0
401,11
401,1
401,13
401,9
32093,10
32093,2
32093,20
32093,21
32093,22
12113,4
12113,5
12113,34
12113,0
12113,6
12113,31
12113,8
12113,26
12113,3
7338,4
7338,25
7338,14
7338,17
7338,18
32613,4
32613,6
3014,4
3014,11
3014,8
3014,14
3014,19
645,38
645,9
11135,0
11135,11
11135,1
11135,14
11135,9
11135,37
5781,4
5781,10
5781,35
5781,6
5781,40
5781,23
5781,2
13767,10
13767,0
13767,1
13767,9
13767,37
5678,10
5678,0
5678,6
6774,10
6774,0
6774,33
6774,26
1089,4
1089,23
1089,8
1089,24
1089,1
1089,14
1089,19
25161,5
25161,10
25161,6
25161,9
995,4
995,10
995,9
995,16
2752,4
2752,10
2752,16
15,4
15,10
15,9
15,16
122,10
122,0
122,24
122,1
122,30
122,3
29095,0
29095,40
29095,33
29095,1
1594,31
1594,25
1594,33
1594,3
3092,10
3092,0
3092,1
3092,9
3092,37
10721,10
10721,0
10721,25
10721,33
16395,10
16395,2
16395,9
3588,4
3588,5
3588,10
3588,6
3588,9
3588,3
4106,4
4106,10
4106,14
387,0
387,6
387,25
387,33
387,20
387,21
387,22
16916,10
16916,2
16916,9
16916,16
1088,4
1088,23
1088,8
1088,24
1088,1
1088,14
1088,19
10620,4
10620,25
10620,33
10620,9
10620,3
10620,15
2143,4
2143,5
2143,0
2143,6
2143,30
6582,10
6582,12
6582,26
6582,17
6582,18
2158,4
2158,0
2158,8
2158,14
2158,19
22319,4
22319,0
22319,31
22319,25
22319,33
22319,26
22319,3
11113,36
11113,20
11113,21
11113,22
6586,42
6586,2
6586,30
66,10
66,2
66,20
66,21
66,22
8142,0
8142,20
8142,21
8142,22
8142,3
6438,5
6438,10
6438,25
6438,32
6438,9
33032,4
33032,5
33032,10
33032,6
33032,11
33032,13
33032,26
227,4
227,10
227,39
227,23
227,12
227,14
73,4
73,23
73,8
4898,4
4898,10
4898,34
4898,6
4898,11
4898,9
4898,3
19111,24
19111,2
19111,20
19111,21
19111,22
7222,4
7222,23
7222,8
7222,24
7222,1
7222,14
7222,19
22097,4
22097,5
22097,6
22097,7
22097,9
15689,10
15689,1
15689,3
957,5
957,10
957,0
957,6
957,11
957,1
24,10
24,1
24,2
24,9
33286,4
33286,35
33286,6
33286,2
33286,9
33286,3
33286,29
849,10
849,25
849,12
849,2
849,14
849,20
849,21
849,22
2623,0
2623,11
268,5
268,10
268,35
29093,0
427,10
427,0
427,6
427,30
4280,4
4280,25
4280,3
4280,15
18429,4
18429,10
18429,25
18429,9
17549,10
17549,2
17549,26
17549,20
17549,21
17549,22
26123,10
26123,2
26123,9
26123,20
26123,21
26123,22
28,10
28,9
9513,4
9513,10
9513,34
9513,2
9513,9
9513,3
14353,0
14353,38
14353,25
14353,33
14353,15
8408,4
8408,10
8408,3
13331,4
13331,5
13331,26
4985,4
4985,10
4985,0
4985,7
4985,17
4985,18
29803,4
29803,5
29803,6
29803,38
29803,7
29803,3
22,4
22,10
22,2
22,9
22,16
2618,5
2618,0
2618,11
2618,25
793,10
793,0
793,25
793,33
793,3
30279,10
30279,2
30279,30
30279,37
30279,20
30279,21
30279,22
28755,4
28755,10
28755,27
28755,28
28755,9
28755,17
28755,18
10029,11
10029,1
10029,2
10029,30
2035,0
2035,11
2035,1
2035,26
2035,20
2035,21
2035,22
790,25
790,33
790,14
9289,10
9289,0
9289,26
9289,20
9289,21
9289,22
15809,10
15809,34
15809,6
15809,1
15809,9
27989,0
27989,24
27989,2
5630,4
5630,10
5630,0
5630,25
5630,1
5630,14
5630,15
2829,5
2829,0
2829,11
2829,20
2829,21
2829,22
30831,5
30831,10
30831,6
30831,3
416,4
416,5
416,10
416,0
416,11
416,8
416,1
85,0
85,23
85,8
85,14
85,19
30240,10
30240,35
30240,1
30240,2
30240,26
1254,5
1254,6
1254,14
1254,9
2605,10
2605,12
2605,2
4163,10
4163,12
4163,1
4163,2
3228,10
3228,12
3228,2
1485,10
1485,0
1485,30
6351,0
6351,1
6351,2
13119,4
13119,0
13119,11
13119,36
13119,13
13119,3
3782,4
3782,25
3782,1
3782,3
3782,15
3572,4
3572,23
3572,8
3572,24
3572,1
3572,14
3572,19
8310,5
8310,10
8310,1
8310,9
114,10
114,2
114,9
11813,4
11813,10
11813,27
11813,28
11813,2
11813,9
658,38
658,33
658,26
658,15
10012,10
10012,12
10012,3
32370,4
32370,34
32370,9
32370,17
32370,18
22961,1
22961,20
22961,21
22961,22
22777,4
22777,5
22777,10
22777,6
22777,27
22777,28
22777,9
22777,17
22777,18
29787,10
29787,20
29787,21
29787,22
7062,10
7062,2
7062,20
7062,21
7062,22
11887,10
11887,0
11887,1
11887,2
11887,20
11887,21
11887,22
11887,3
9088,4
9088,5
9088,0
9088,6
9088,30
12815,10
12815,36
12815,20
12815,21
12815,22
12017,4
12017,10
12017,25
12017,17
12017,18
6377,10
6377,12
6377,2
1470,4
1470,10
1470,25
1470,9
780,5
780,10
780,25
780,32
780,9
27633,10
27633,1
27633,2
2321,4
2321,23
2321,14
2321,9
2321,17
2321,18
17273,10
17273,11
17273,12
429,10
429,0
429,30
18661,10
18661,34
18661,6
18661,30
18661,3
14349,5
14349,10
14349,6
14349,7
14349,2
1729,0
1729,2
1729,30
1729,37
1729,20
1729,21
1729,22
31973,4
31973,0
31973,23
31973,8
31973,14
31973,19
17949,24
996,5
996,10
996,0
996,6
996,7
996,1
996,30
9465,4
9465,6
9465,23
9465,8
9465,9
14175,10
14175,0
14175,20
14175,21
14175,22
11239,10
11239,2
11239,20
11239,21
11239,22
967,4
967,0
967,27
967,28
967,14
967,9
1695,0
1695,11
1695,30
1695,20
1695,21
1695,22
339,39
339,0
339,25
339,33
339,14
339,3
7724,25
7724,3
7724,15
7724,29
2753,0
2753,11
8516,10
8516,1
8516,2
8516,17
8516,18
779,5
779,10
779,25
779,32
779,9
1366,5
1366,10
1366,25
1366,32
1366,9
19319,4
19319,23
19319,14
15195,10
15195,11
15195,12
187,4
187,41
187,0
187,26
187,16
30311,10
30311,16
597,5
597,0
597,6
400,4
400,5
400,10
400,14
400,19
18245,0
18245,24
18245,1
18245,20
18245,21
18245,22
10521,10
10521,20
10521,21
10521,22
28907,4
28907,5
28907,6
28907,8
31637,4
31637,5
31637,6
31637,8
1571,10
1571,31
1571,25
1571,30
1571,3
267,4
267,0
267,14
267,26
267,17
267,18
253,10
253,2
253,20
253,21
253,22
22673,10
22673,16
4080,5
4080,10
4080,6
4080,1
4080,30
27947,4
27947,5
27947,10
27947,9
12917,5
12917,0
12917,6
12917,42
3750,2
3750,30
3750,30
3750,37
3750,20
3750,21
3750,22
569,10
569,8
569,12
569,14
569,19
6007,6
6007,11
6007,1
1253,4
1253,5
1253,34
1253,6
1253,14
1253,9
1253,17
1253,18
15771,10
15771,26
15771,20
15771,21
15771,22
397,4
397,8
397,1
397,14
397,19
949,4
949,10
949,0
949,23
949,8
949,14
949,9
949,19
11001,4
11001,10
11001,8
11001,1
17909,10
17909,0
17909,6
17909,20
17909,21
17909,22
21185,1
21185,2
21185,9
21185,16
9724,4
9724,23
9724,8
9724,9
6768,4
6768,23
6768,8
6768,17
6768,18
4872,10
4872,12
4872,2
12413,4
12413,5
12413,26
2076,25
2076,9
31251,4
31251,0
31251,23
31251,14
31251,19
5485,4
5485,23
5485,9
5485,17
5485,18
5005,10
5005,12
5005,26
5005,17
5005,18
890,5
890,23
890,14
890,9
269,4
269,10
269,9
269,17
269,18
269,3
14741,10
14741,0
14741,1
14741,2
14741,20
14741,21
14741,22
1472,4
1472,10
1472,25
1472,9
33028,4
33028,31
33028,25
33028,33
7304,5
7304,25
8609,5
8609,10
8609,25
8609,32
8609,9
6033,4
6033,5
6033,10
6033,6
6033,27
6033,28
6033,9
6033,17
6033,18
8479,10
8479,11
8479,12
254,10
254,20
254,21
254,22
8525,10
8525,40
8525,1
8525,9
8525,3
19703,4
19703,6
19703,3
25517,5
25517,10
25517,1
25517,9
31764,4
31764,5
31764,6
31764,8
27775,0
27775,1
27775,14
21339,4
21339,8
21339,32
21339,14
2104,10
2104,12
2104,1
2104,2
24893,4
24893,23
24893,14
24893,26
24893,19
2150,5
2150,10
2150,6
2150,42
2150,20
2150,21
2150,22
12445,31
12445,25
12445,1
12445,2
12445,9
12445,3
543,4
543,0
543,6
543,31
543,1
543,14
543,29
23225,10
23225,30
23225,37
23225,20
23225,21
23225,22
9252,4
9252,6
9252,23
9252,8
9252,9
12893,10
12893,2
12893,9
12893,20
12893,21
12893,22
1505,5
1505,10
1505,25
1505,32
1505,9
4447,5
4447,10
4447,25
4447,32
4447,9
317,4
317,6
317,17
317,18
